Gene ID,Genomic Location (Gene),Product Description
PF3D7-1403300,"Pf3D7-14-v3:121,855..125,340(-)","tetratricopeptide repeat protein, putative"
PF3D7-1403500,"Pf3D7-14-v3:130,022..132,100(-)","dynein light chain, putative"
PF3D7-1403700,"Pf3D7-14-v3:133,737..135,073(-)","translocation associated membrane protein, putative"
PF3D7-1403800,"Pf3D7-14-v3:136,530..141,420(-)","nuclear formin-like protein MISFIT, putative"
PF3D7-1404300,"Pf3D7-14-v3:150,000..150,608(+)","secreted ookinete adhesive protein, putative"
PF3D7-1404500,"Pf3D7-14-v3:153,139..154,545(+)","rRNA biogenesis protein RRP5, putative"
PF3D7-1404600,"Pf3D7-14-v3:154,855..160,191(-)",adenylyl cyclase alpha
PF3D7-1404600,"Pf3D7-14-v3:154,855..160,191(-)",adenylyl cyclase alpha
PF3D7-1404600,"Pf3D7-14-v3:154,855..160,191(-)",adenylyl cyclase alpha
PF3D7-1405400,"Pf3D7-14-v3:185,437..190,368(-)","DNA mismatch repair protein, putative"
PF3D7-1405600,"Pf3D7-14-v3:193,216..194,265(-)","ribonucleoside-diphosphate reductase small chain, putative"
PF3D7-1405800,"Pf3D7-14-v3:200,493..204,143(-)","ribosome biogenesis protein BOP1, putative"
PF3D7-1406000,"Pf3D7-14-v3:210,300..210,960(+)","RNA-binding protein 8A, putative"
PF3D7-1406300,"Pf3D7-14-v3:228,410..229,837(+)",glycerophosphodiester phosphodiesterase
PF3D7-1406600,"Pf3D7-14-v3:239,747..243,772(+)",ATP-dependent Clp protease regulatory subunit ClpC
PF3D7-1406800,"Pf3D7-14-v3:246,380..247,721(-)",glideosome associated protein with multiple membrane spans 3
PF3D7-1407000,"Pf3D7-14-v3:253,542..257,360(+)",LCCL domain-containing protein
PF3D7-1407300,"Pf3D7-14-v3:264,403..267,074(+)","pre-mRNA-splicing factor 38B, putative"
PF3D7-1407400,"Pf3D7-14-v3:268,108..268,692(-)","conserved Plasmodium protein, unknown function"
PF3D7-1407700,"Pf3D7-14-v3:279,176..280,673(+)","conserved protein, unknown function"
PF3D7-1407800,"Pf3D7-14-v3:283,086..284,435(+)",plasmepsin IV
PF3D7-1407900,"Pf3D7-14-v3:288,297..289,655(+)",plasmepsin I
PF3D7-1408000,"Pf3D7-14-v3:293,471..294,832(+)",plasmepsin II
PF3D7-1408200,"Pf3D7-14-v3:300,725..305,833(-)","AP2 domain transcription factor AP2-G2, putative"
PF3D7-1408400,"Pf3D7-14-v3:313,975..317,457(-)","FANCJ-like helicase, putative"
PF3D7-1408900,"Pf3D7-14-v3:351,025..352,047(-)","tRNA-dihydrouridine synthase, putative"
PF3D7-1409200,"Pf3D7-14-v3:360,656..361,539(-)","conserved Plasmodium protein, unknown function"
PF3D7-1409200,"Pf3D7-14-v3:360,656..361,539(-)","conserved Plasmodium protein, unknown function"
PF3D7-1409800,"Pf3D7-14-v3:383,188..384,732(+)","CUGBP Elav-like family member 2, putative"
PF3D7-1410100,"Pf3D7-14-v3:396,010..397,967(+)","alpha/beta hydrolase, putative"
PF3D7-1410300,"Pf3D7-14-v3:403,652..417,062(-)","WD repeat-containing protein, putative"
PF3D7-1410400,"Pf3D7-14-v3:420,442..422,790(+)",rhoptry-associated protein 1
PF3D7-1410800,"Pf3D7-14-v3:433,951..435,318(+)","ankyrin-repeat protein, putative"
PF3D7-1411000,"Pf3D7-14-v3:440,541..447,773(+)","conserved Plasmodium protein, unknown function"
PF3D7-1411000,"Pf3D7-14-v3:440,541..447,773(+)","conserved Plasmodium protein, unknown function"
PF3D7-1411100,"Pf3D7-14-v3:447,923..449,968(-)","conserved Plasmodium membrane protein, unknown function, unspecified product"
PF3D7-1411100,"Pf3D7-14-v3:447,923..449,968(-)","conserved Plasmodium membrane protein, unknown function, unspecified product"
PF3D7-1411300,"Pf3D7-14-v3:458,796..460,962(+)","DnaJ protein, putative"
PF3D7-1411700,"Pf3D7-14-v3:475,249..477,297(+)","methyltransferase, putative"
PF3D7-1412200,"Pf3D7-14-v3:487,776..490,380(-)","conserved Plasmodium protein, unknown function"
PF3D7-1412500,"Pf3D7-14-v3:507,360..508,868(+)",actin II
PF3D7-1412600,"Pf3D7-14-v3:509,686..511,176(-)",deoxyhypusine synthase
PF3D7-1412900,"Pf3D7-14-v3:521,209..522,898(+)","ubiquitin-conjugating enzyme E2, putative"
PF3D7-1412900,"Pf3D7-14-v3:521,209..522,898(+)","ubiquitin-conjugating enzyme E2, putative"
PF3D7-1415100,"Pf3D7-14-v3:609,205..611,287(+)","conserved protein, unknown function"
PF3D7-1415400,"Pf3D7-14-v3:618,897..623,321(+)","conserved Plasmodium protein, unknown function"
PF3D7-1415500,"Pf3D7-14-v3:624,486..628,250(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1416200,"Pf3D7-14-v3:650,503..657,345(-)","metacaspase-3, putative"
PF3D7-1416400,"Pf3D7-14-v3:661,098..665,098(-)","conserved protein, unknown function"
PF3D7-1416700,"Pf3D7-14-v3:681,055..682,023(-)","conserved protein, unknown function"
PF3D7-1417000,"Pf3D7-14-v3:688,592..689,740(+)","inner membrane complex protein 1l, putative"
PF3D7-1417200,"Pf3D7-14-v3:694,585..708,177(+)","NOT family protein, putative"
PF3D7-1417400,"Pf3D7-14-v3:714,708..725,998(+)","rap guanine nucleotide exchange factor, putative, pseudogene"
PF3D7-1417900,"Pf3D7-14-v3:757,195..758,555(-)","ATP synthase-associated protein, putative"
PF3D7-1418100,"Pf3D7-14-v3:762,614..773,407(-)","liver specific protein 1, putative"
PF3D7-1419100,"Pf3D7-14-v3:793,752..796,877(+)","ATP-dependent rRNA helicase SPB4, putative"
PF3D7-1419300,"Pf3D7-14-v3:802,717..803,481(+)",glutathione S-transferase
PF3D7-1419800,"Pf3D7-14-v3:822,423..824,340(-)",glutathione reductase
PF3D7-1419800,"Pf3D7-14-v3:822,423..824,340(-)",glutathione reductase
PF3D7-1420000,"Pf3D7-14-v3:828,904..830,773(-)","splicing factor 3B subunit 4, putative"
PF3D7-1420600,"Pf3D7-14-v3:854,094..855,963(-)","pantothenate kinase 1, putative"
PF3D7-1420700,"Pf3D7-14-v3:860,011..863,080(+)",surface protein P113
PF3D7-1420900,"Pf3D7-14-v3:865,346..866,805(-)","mannose-1-phosphate guanyltransferase, putative"
PF3D7-1421100,"Pf3D7-14-v3:871,000..874,761(+)","conserved Plasmodium protein, unknown function"
PF3D7-1421900,"Pf3D7-14-v3:891,140..891,622(-)","copper transporter, putative"
PF3D7-1422500,"Pf3D7-14-v3:906,620..908,892(+)",ERAD-associated E3 ubiquitin-protein ligase HRD1
PF3D7-1422700,"Pf3D7-14-v3:913,819..917,391(+)","conserved Plasmodium protein, unknown function"
PF3D7-1423100,"Pf3D7-14-v3:929,503..931,281(+)","ankyrin-repeat protein, putative"
PF3D7-1423200,"Pf3D7-14-v3:933,059..935,357(+)",peptidyl-prolyl cis-trans isomerase
PF3D7-1423600,"Pf3D7-14-v3:955,865..958,066(+)","calcium-dependent protein kinase, putative"
PF3D7-1425400,"Pf3D7-14-v3:989,220..992,930(+)","DEAD/DEAH box helicase, putative"
PF3D7-1425500,"Pf3D7-14-v3:993,652..994,300(+)","conserved Plasmodium protein, unknown function"
PF3D7-1425600,"Pf3D7-14-v3:995,161..1,000,506(-)","zinc finger protein, putative"
PF3D7-1426200,"Pf3D7-14-v3:1,021,652..1,022,857(-)",protein arginine N-methyltransferase 1
PF3D7-1426300,"Pf3D7-14-v3:1,023,948..1,025,765(-)","dynein intermediate chain, putative"
PF3D7-1426500,"Pf3D7-14-v3:1,027,966..1,029,948(-)",ABC transporter G family member 2
PF3D7-1426600,"Pf3D7-14-v3:1,031,065..1,035,360(-)","conserved Plasmodium protein, unknown function"
PF3D7-1427100,"Pf3D7-14-v3:1,056,162..1,060,124(+)","lipase, putative"
PF3D7-1427500,"Pf3D7-14-v3:1,081,773..1,084,208(+)","DNA mismatch repair protein MSH2, putative"
PF3D7-1427600,"Pf3D7-14-v3:1,085,603..1,087,039(+)","CorA-like Mg2+ transporter protein, putative"
PF3D7-1427800,"Pf3D7-14-v3:1,088,362..1,089,102(-)",exosome complex component RRP41
PF3D7-1428100,"Pf3D7-14-v3:1,098,038..1,099,951(-)","WW domain-binding protein 11, putative"
PF3D7-1428200,"Pf3D7-14-v3:1,101,958..1,104,387(+)","major facilitator superfamily domain-containing protein, putative"
PF3D7-1428500,"Pf3D7-14-v3:1,118,591..1,126,292(+)","protein kinase, putative"
PF3D7-1428600,"Pf3D7-14-v3:1,127,042..1,129,031(+)",peptide chain release factor 1
PF3D7-1429200,"Pf3D7-14-v3:1,144,518..1,148,078(-)","AP2 domain transcription factor AP2-O3, putative"
PF3D7-1429400,"Pf3D7-14-v3:1,155,355..1,163,694(+)","rRNA (adenosine-2'-O-)-methyltransferase, putative"
PF3D7-1429500,"Pf3D7-14-v3:1,164,332..1,166,566(+)","diphthamide biosynthesis protein 2, putative"
PF3D7-1429900,"Pf3D7-14-v3:1,176,770..1,181,092(+)",ADP-dependent DNA helicase RecQ
PF3D7-1430000,"Pf3D7-14-v3:1,181,664..1,182,982(-)","conserved protein, unknown function"
PF3D7-1430200,"Pf3D7-14-v3:1,188,349..1,191,466(+)",plasmepsin IX
PF3D7-1430300,"Pf3D7-14-v3:1,191,946..1,199,919(-)","acid phosphatase, putative"
PF3D7-1430600,"Pf3D7-14-v3:1,207,398..1,210,028(+)","endonuclease/exonuclease/phosphatase family protein, putative"
PF3D7-1430700,"Pf3D7-14-v3:1,211,012..1,212,776(+)",NADP-specific glutamate dehydrogenase
PF3D7-1430800,"Pf3D7-14-v3:1,214,935..1,215,732(+)",PhIL1 interacting protein PIP3
PF3D7-1431500,"Pf3D7-14-v3:1,238,851..1,241,595(-)",mitogen-activated protein kinase 1
PF3D7-1431900,"Pf3D7-14-v3:1,253,540..1,256,878(+)","inner membrane complex suture component, putative"
PF3D7-1432500,"Pf3D7-14-v3:1,283,570..1,285,063(+)","RNA methyltransferase, putative"
PF3D7-1432600,"Pf3D7-14-v3:1,285,667..1,289,254(-)","conserved Plasmodium protein, unknown function"
PF3D7-1432800,"Pf3D7-14-v3:1,292,885..1,295,086(-)","HP12 protein homolog, putative"
PF3D7-1433300,"Pf3D7-14-v3:1,310,041..1,311,834(+)","chromatin assembly factor 1 P55 subunit, putative"
PF3D7-1434000,"Pf3D7-14-v3:1,364,749..1,366,113(-)","CCR4-associated factor 16, putative"
PF3D7-1434300,"Pf3D7-14-v3:1,372,903..1,374,597(+)",Hsp70/Hsp90 organizing protein
PF3D7-1434700,"Pf3D7-14-v3:1,407,258..1,407,746(-)","mitochondrial import inner membrane translocase subunit TIM17, putative"
PF3D7-1434900,"Pf3D7-14-v3:1,411,737..1,413,096(+)","conserved Plasmodium protein, unknown function"
PF3D7-1435100,"Pf3D7-14-v3:1,415,941..1,417,020(-)","ribonuclease H2 subunit B, putative"
PF3D7-1435200,"Pf3D7-14-v3:1,419,383..1,420,934(+)","conserved protein, unknown function"
PF3D7-1435300,"Pf3D7-14-v3:1,421,901..1,431,221(-)","glutamate synthase [NADH], putative"
PF3D7-1436000,"Pf3D7-14-v3:1,458,131..1,459,870(+)",glucose-6-phosphate isomerase
PF3D7-1436100,"Pf3D7-14-v3:1,461,388..1,467,590(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1436300,"Pf3D7-14-v3:1,479,777..1,482,758(+)",translocon component PTEX150
PF3D7-1436600,"Pf3D7-14-v3:1,490,654..1,494,214(-)",cGMP-dependent protein kinase
PF3D7-1436800,"Pf3D7-14-v3:1,498,758..1,499,492(-)",ATP-dependent Clp protease proteolytic subunit
PF3D7-1436900,"Pf3D7-14-v3:1,500,128..1,500,965(-)","histidine triad protein, putative"
PF3D7-1437200,"Pf3D7-14-v3:1,507,359..1,510,089(-)","ribonucleoside-diphosphate reductase large subunit, putative"
PF3D7-1437400,"Pf3D7-14-v3:1,517,070..1,519,370(+)","pantothenate kinase 2, putative"
PF3D7-1437700,"Pf3D7-14-v3:1,525,564..1,528,485(-)","succinyl-CoA ligase, putative"
PF3D7-1437800,"Pf3D7-14-v3:1,530,276..1,530,830(-)","trafficking protein particle complex subunit 5, putative"
PF3D7-1438400,"Pf3D7-14-v3:1,548,918..1,556,721(+)",metacaspase-2
PF3D7-1438900,"Pf3D7-14-v3:1,575,984..1,576,571(+)",thioredoxin peroxidase 1
PF3D7-1439000,"Pf3D7-14-v3:1,578,193..1,579,175(+)",copper transporter
PF3D7-1439100,"Pf3D7-14-v3:1,580,750..1,588,857(+)","DEAD/DEAH box helicase, putative"
PF3D7-1439200,"Pf3D7-14-v3:1,588,952..1,593,131(+)","conserved Plasmodium protein, unknown function"
PF3D7-1439500,"Pf3D7-14-v3:1,608,519..1,611,743(+)","oocyst rupture protein 2, putative"
PF3D7-1440500,"Pf3D7-14-v3:1,654,047..1,655,708(+)","allantoicase, putative"
PF3D7-1440600,"Pf3D7-14-v3:1,656,434..1,659,740(+)","protein SOC3, putative"
PF3D7-1440800,"Pf3D7-14-v3:1,665,463..1,667,543(+)","major facilitator superfamily domain-containing protein, putative"
PF3D7-1440900,"Pf3D7-14-v3:1,668,591..1,669,963(+)","conserved Plasmodium protein, unknown function"
PF3D7-1441300,"Pf3D7-14-v3:1,681,791..1,689,157(+)","serine/threonine protein kinase, putative"
PF3D7-1441700,"Pf3D7-14-v3:1,700,674..1,702,050(+)","mitochondrial inner membrane protease ATP23, putative"
PF3D7-1442300,"Pf3D7-14-v3:1,712,626..1,714,065(-)",tRNA import protein tRIP
PF3D7-1442600,"Pf3D7-14-v3:1,730,087..1,740,916(+)",TRAP-like protein
PF3D7-1442800,"Pf3D7-14-v3:1,750,209..1,751,417(-)","conserved Plasmodium protein, unknown function"
PF3D7-1443000,"Pf3D7-14-v3:1,764,316..1,768,122(-)",serine/threonine protein kinase
PF3D7-1443400,"Pf3D7-14-v3:1,776,958..1,779,606(-)",WD repeat-containing protein
PF3D7-1443900,"Pf3D7-14-v3:1,797,288..1,800,071(+)","heat shock protein 90, putative"
PF3D7-1444000,"Pf3D7-14-v3:1,800,831..1,801,887(+)","conserved Plasmodium protein, unknown function"
PF3D7-1444500,"Pf3D7-14-v3:1,833,782..1,838,598(-)",eukaryotic translation initiation factor 2-alpha kinase 1
PF3D7-1445400,"Pf3D7-14-v3:1,862,775..1,865,420(-)",protein serine/threonine kinase-1
PF3D7-1445700,"Pf3D7-14-v3:1,875,421..1,876,874(-)","conserved Plasmodium protein, unknown function"
PF3D7-1445800,"Pf3D7-14-v3:1,878,658..1,882,577(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1445900,"Pf3D7-14-v3:1,885,443..1,888,323(+)","ATP-dependent RNA helicase DDX5, putative"
PF3D7-1446100,"Pf3D7-14-v3:1,889,978..1,892,108(-)","conserved Plasmodium protein, unknown function"
PF3D7-1446200,"Pf3D7-14-v3:1,893,200..1,895,017(-)",M17 leucyl aminopeptidase
PF3D7-1446800,"Pf3D7-14-v3:1,922,959..1,923,782(+)",heme detoxification protein
PF3D7-1446900,"Pf3D7-14-v3:1,924,425..1,926,650(-)","glutaminyl-peptide cyclotransferase, putative"
PF3D7-1447600,"Pf3D7-14-v3:1,942,151..1,942,963(-)","conserved protein, unknown function"
PF3D7-1447700,"Pf3D7-14-v3:1,943,936..1,944,964(-)","conserved protein, unknown function"
PF3D7-1447900,"Pf3D7-14-v3:1,954,601..1,957,675(-)",multidrug resistance protein 2
PF3D7-1448200,"Pf3D7-14-v3:1,966,245..1,971,618(-)","condensin-2 complex subunit G2, putative"
PF3D7-1448900,"Pf3D7-14-v3:2,002,921..2,003,373(-)","conserved protein, unknown function"
PF3D7-1449000,"Pf3D7-14-v3:2,004,406..2,005,456(-)","gamete egress and sporozoite traversal protein, putative"
PF3D7-1449100,"Pf3D7-14-v3:2,008,431..2,012,494(+)","CLASP domain-containing protein, putative"
PF3D7-1449500,"Pf3D7-14-v3:2,031,087..2,033,397(+)","AP2 domain transcription factor AP2-O5, putative"
PF3D7-1449700,"Pf3D7-14-v3:2,038,132..2,041,542(-)",exosome complex exonuclease RRP6
PF3D7-1450000,"Pf3D7-14-v3:2,047,793..2,050,083(+)","serine/threonine protein kinase, putative"
PF3D7-1450500,"Pf3D7-14-v3:2,067,739..2,073,656(-)","conserved Plasmodium protein, unknown function"
PF3D7-1450600,"Pf3D7-14-v3:2,075,586..2,077,349(-)","S-adenosylmethionine-dependent methyltransferase, putative"
PF3D7-1451200,"Pf3D7-14-v3:2,094,340..2,099,736(-)","conserved Plasmodium protein, unknown function"
PF3D7-1451400,"Pf3D7-14-v3:2,108,874..2,112,788(+)",transcriptional regulatory protein sir2b
PF3D7-1451600,"Pf3D7-14-v3:2,115,436..2,118,190(-)",LCCL domain-containing protein
PF3D7-1451700,"Pf3D7-14-v3:2,118,947..2,120,280(-)",calcineurin subunit B
PF3D7-1451800,"Pf3D7-14-v3:2,123,461..2,126,599(+)",sortilin
PF3D7-1452300,"Pf3D7-14-v3:2,145,166..2,146,230(-)",DER1-like protein
PF3D7-1452400,"Pf3D7-14-v3:2,148,421..2,151,123(+)","conserved Plasmodium protein, unknown function"
PF3D7-1452600,"Pf3D7-14-v3:2,155,736..2,166,467(+)","conserved Plasmodium protein, unknown function"
PF3D7-1453000,"Pf3D7-14-v3:2,173,027..2,175,822(-)","conserved Plasmodium protein, unknown function"
PF3D7-1453200,"Pf3D7-14-v3:2,179,519..2,186,631(+)","conserved Plasmodium protein, unknown function"
PF3D7-1453500,"Pf3D7-14-v3:2,194,694..2,198,480(-)","NAD(P) transhydrogenase, putative"
PF3D7-1453800,"Pf3D7-14-v3:2,209,792..2,212,524(-)",glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase
PF3D7-1454300,"Pf3D7-14-v3:2,229,284..2,231,581(+)",SNF1-related serine/threonine protein kinase KIN
PF3D7-1454400,"Pf3D7-14-v3:2,234,143..2,236,476(+)",aminopeptidase P
PF3D7-1455000,"Pf3D7-14-v3:2,247,245..2,249,750(-)","protein phosphatase PPM3, putative"
PF3D7-1455100,"Pf3D7-14-v3:2,251,188..2,251,934(-)","protein tyrosine phosphatase, putative"
PF3D7-1455400,"Pf3D7-14-v3:2,262,739..2,263,801(-)",hemolysin III
PF3D7-1455700,"Pf3D7-14-v3:2,278,701..2,282,162(-)","conserved Plasmodium protein, unknown function"
PF3D7-1455800,"Pf3D7-14-v3:2,285,113..2,290,227(+)",LCCL domain-containing protein
PF3D7-1456000,"Pf3D7-14-v3:2,296,491..2,300,868(+)","AP2 domain transcription factor, putative"
PF3D7-1456100,"Pf3D7-14-v3:2,301,456..2,302,844(-)",serine hydroxymethyltransferase
PF3D7-1456400,"Pf3D7-14-v3:2,309,181..2,312,472(-)","conserved Plasmodium protein, unknown function"
PF3D7-1456800,"Pf3D7-14-v3:2,329,933..2,332,086(-)","V-type H(+)-translocating pyrophosphatase, putative"
PF3D7-1457200,"Pf3D7-14-v3:2,343,640..2,344,218(-)",thioredoxin 1
PF3D7-1457300,"Pf3D7-14-v3:2,346,178..2,348,097(-)","MA3 domain-containing protein, putative"
PF3D7-1458000,"Pf3D7-14-v3:2,387,786..2,389,495(+)",cysteine proteinase falcipain 1
PF3D7-1458300,"Pf3D7-14-v3:2,391,783..2,396,831(-)","conserved Plasmodium protein, unknown function"
PF3D7-1458400,"Pf3D7-14-v3:2,397,919..2,398,869(-)",aminodeoxychorismate lyase
PF3D7-1458500,"Pf3D7-14-v3:2,400,515..2,405,411(+)","spindle assembly abnormal protein 4, putative"
PF3D7-1458700,"Pf3D7-14-v3:2,410,954..2,412,015(-)","exonuclease V, mitochondrial, putative"
PF3D7-1459600,"Pf3D7-14-v3:2,441,345..2,443,896(+)","conserved Plasmodium protein, unknown function"
PF3D7-1459700,"Pf3D7-14-v3:2,444,473..2,446,179(-)","pyridoxal 5'-phosphate synthase, putative"
PF3D7-1460000,"Pf3D7-14-v3:2,452,470..2,453,357(+)",biotin--protein ligase 2
PF3D7-1460300,"Pf3D7-14-v3:2,459,214..2,459,964(-)","60S ribosomal protein L29, putative"
PF3D7-1460600,"Pf3D7-14-v3:2,473,758..2,474,204(+)",inner membrane complex sub-compartment protein 3
PF3D7-1461000,"Pf3D7-14-v3:2,482,775..2,485,086(+)","conserved Plasmodium protein, unknown function"
PF3D7-1461600,"Pf3D7-14-v3:2,498,047..2,500,384(-)","splicing factor 3B subunit 2, putative"
PF3D7-1461800,"Pf3D7-14-v3:2,504,149..2,512,505(+)","conserved Plasmodium protein, unknown function"
PF3D7-1462500,"Pf3D7-14-v3:2,544,824..2,549,785(-)","conserved Plasmodium protein, unknown function"
PF3D7-1463000,"Pf3D7-14-v3:2,565,357..2,566,283(-)","mediator of RNA polymerase II transcription subunit 20, putative"
PF3D7-1463700,"Pf3D7-14-v3:2,581,543..2,582,523(+)",cyclin 1
PF3D7-1464500,"Pf3D7-14-v3:2,607,292..2,617,621(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1464600,"Pf3D7-14-v3:2,619,679..2,624,187(+)","serine/threonine protein phosphatase UIS2, putative"
PF3D7-1465500,"Pf3D7-14-v3:2,650,755..2,655,140(+)",potassium channel K2
PF3D7-1465600,"Pf3D7-14-v3:2,655,491..2,657,965(-)","conserved Plasmodium protein, unknown function"
PF3D7-1465700,"Pf3D7-14-v3:2,658,255..2,660,911(-)","plasmepsin VIII, putative"
PF3D7-1466000,"Pf3D7-14-v3:2,686,224..2,688,303(-)","conserved protein, unknown function"
PF3D7-1466100,"Pf3D7-14-v3:2,690,504..2,693,326(+)",protein phosphatase containing kelch-like domains
PF3D7-1466400,"Pf3D7-14-v3:2,714,844..2,717,285(-)",AP2 domain transcription factor AP2-EXP
PF3D7-1467100,"Pf3D7-14-v3:2,745,815..2,747,320(-)","DNA-3-methyladenine glycosylase, putative"
PF3D7-1467300,"Pf3D7-14-v3:2,750,958..2,752,424(+)",1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF3D7-1467600,"Pf3D7-14-v3:2,757,665..2,764,150(-)","conserved Plasmodium protein, unknown function"
PF3D7-1468500,"Pf3D7-14-v3:2,812,941..2,814,385(-)",derlin-1
PF3D7-1468700,"Pf3D7-14-v3:2,825,370..2,826,918(+)",eukaryotic initiation factor 4A
PF3D7-1469600,"Pf3D7-14-v3:2,852,150..2,862,568(+)",acetyl-CoA carboxylase
PF3D7-1470500,"Pf3D7-14-v3:2,882,766..2,886,082(+)","phosphodiesterase delta, putative"
PF3D7-1471400,"Pf3D7-14-v3:2,919,190..2,920,871(-)","diacylglycerol kinase, putative"
PF3D7-1471500,"Pf3D7-14-v3:2,922,351..2,924,557(-)","transmembrane protein 43, putative"
PF3D7-1472400,"Pf3D7-14-v3:2,957,474..2,961,618(+)","M1-family alanyl aminopeptidase, putative"
PF3D7-1472600,"Pf3D7-14-v3:2,962,986..2,965,086(-)",protein disulfide-isomerase
PF3D7-1473300,"Pf3D7-14-v3:2,984,062..2,987,932(+)","conserved Plasmodium protein, unknown function"
PF3D7-1473400,"Pf3D7-14-v3:2,989,577..2,992,222(+)","conserved protein, unknown function"
PF3D7-1473500,"Pf3D7-14-v3:2,993,252..2,995,279(-)","conserved Plasmodium protein, unknown function"
PF3D7-1473700,"Pf3D7-14-v3:2,998,594..3,002,355(-)","nucleoporin NUP116/NSP116, putative"
PF3D7-1474300,"Pf3D7-14-v3:3,040,768..3,043,560(+)","DNA repair metallo-beta-lactamase protein, putative"
PF3D7-1474700,"Pf3D7-14-v3:3,063,191..3,065,763(-)","protein kinase, putative"
PF3D7-1474900,"Pf3D7-14-v3:3,072,261..3,073,247(+)","trailer hitch homolog, putative"
PF3D7-1475400,"Pf3D7-14-v3:3,087,061..3,105,071(-)",cysteine repeat modular protein 4
PF3D7-1475500,"Pf3D7-14-v3:3,106,949..3,111,811(+)",LCCL domain-containing protein
PF3D7-1475700,"Pf3D7-14-v3:3,117,392..3,118,951(+)","tubulin epsilon chain, putative"
PF3D7-1475800,"Pf3D7-14-v3:3,120,854..3,121,849(+)","conserved Plasmodium protein, unknown function"
PF3D7-1476000,"Pf3D7-14-v3:3,127,677..3,128,119(-)","conserved Plasmodium protein, unknown function"
PF3D7-1476300,"Pf3D7-14-v3:3,139,140..3,140,982(+)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1476500,"Pf3D7-14-v3:3,147,490..3,148,584(+)","probable protein, unknown function"
PF3D7-1477000,"Pf3D7-14-v3:3,168,563..3,171,692(+)","Plasmodium exported protein (hyp17), unknown function, pseudogene"
PF3D7-1477900,"Pf3D7-14-v3:3,209,129..3,211,574(+)","acyl-CoA synthetase, pseudogene"
PF3D7-1478600,"Pf3D7-14-v3:3,232,639..3,236,535(+)",EMP1-trafficking protein
PF3D7-1479000,"Pf3D7-14-v3:3,254,092..3,256,554(+)",acyl-CoA synthetase
PF3D7-1479400,"Pf3D7-14-v3:3,266,136..3,267,377(+)",rifin
PF3D7-1479500,"Pf3D7-14-v3:3,269,494..3,270,496(+)",stevor
PF3D7-1479600,"Pf3D7-14-v3:3,272,578..3,273,848(+)",rifin
PF3D7-1479700,"Pf3D7-14-v3:3,276,230..3,277,501(+)",rifin
PF3D7-1479800,"Pf3D7-14-v3:3,279,500..3,280,662(+)",rifin
PF3D7-1479900,"Pf3D7-14-v3:3,282,729..3,283,752(+)",stevor
